id;sku;lot;name;auction_url;auction_end;current_auction_eur;auction_fee_rate_percent;auction_fees_eur;vat_status;vat_rate_percent;vat_eur;purchase_total_eur;photo_count;photos_reviewed;photos_reviewed_on;market_checked_on;quick_sale_lot_eur;normal_resale_gross_eur;recommended_max_bid_eur;recommended_max_bid_fees_eur;recommended_max_bid_vat_eur;recommended_max_purchase_total_eur;quick_margin_at_recommended_max_bid_eur;quick_margin_before_other_costs_eur;normal_margin_before_other_costs_eur;confidence_percent;demand;estimated_sale_days_min;estimated_sale_days_max;valuation_method;main_risks;device_checks;source_ids;source_titles;source_urls
314296;260735BR314296;324;"iPad Rose 10""2 (7th generation) Wi-Fi + Cellular 32 GB avec boite et clavier";https://encheres-domaine.gouv.fr/lot/ipadrose10-2-7thgeneration-wi-fi-cellular32gbavecboiteetclav-1.html;2026-09-15T08:00:00+00:00;100.0;11.0;11.0;non_mentionnee;;0.0;111.0;1;True;2026-09-12;2026-09-12;55;85;30;3.3;0.0;33.3;21.7;-56.0;-26.0;73;faible;30;120;"iPad 7 Cellular 32 Go coté d'après le bon état annoncé et les pièces; 20-30 EUR conservés pour boîte, clavier et chargeur.";"Aucun IMEI; le bon état cosmétique ne confirme ni fonctionnement ni dissociation du compte; clavier probablement tiers.";"[{""device"": ""iPad 7 Cellular 32 Go"", ""imei_suffix"": null, ""imei_count"": 0, ""find_my_iphone"": ""INCONNU"", ""verification_basis"": ""description_only"", ""checked_on"": null, ""source"": ""Aucun IMEI publié — analyse de la description et des photos"", ""valuation_effect"": ""Cote prudente fondée sur l'état annoncé et les pièces récupérables ; l'absence de verrouillage n'est pas supposée.""}]";lbc_ipad10,lbc_ipad_parts;"[""iPad 10e génération d'occasion — leboncoin"", ""iPad récents pour pièces — leboncoin""]";https://www.leboncoin.fr/ck/tablettes_liseuses/ipad-10eme-generation | https://www.leboncoin.fr/ck/tablettes_liseuses/ipad-air-5
314295;260735BR314295;325;NAS Apple OBS,Time Capsule 802.11n A1409 (4th Gen) 2TB sans boite;https://encheres-domaine.gouv.fr/lot/nasappleobs-timecapsule802-11na1409-4thgen-2tbsansboite-cord-1.html;2026-09-15T08:00:00+00:00;80.0;11.0;8.8;non_mentionnee;;0.0;88.8;2;True;2026-09-12;2026-09-12;30;60;15;1.65;0.0;16.65;13.35;-58.8;-28.8;82;faible;30;120;Time Capsule A1409 2 To fonctionnelle supposée, avec cordon.;"Produit réseau 2012 obsolète; disque dur ancien.";[];;[];
314274;260735BR314274;326;APPLE iPhone 13 pro max;https://encheres-domaine.gouv.fr/lot/iphone-apple-13promax-1.html;2026-09-15T08:00:00+00:00;50.0;11.0;5.5;non_mentionnee;;0.0;55.5;2;True;2026-09-12;2026-09-12;55;110;30;3.3;0.0;33.3;21.7;-0.5;54.5;62;moyenne;21;90;iPhone 13 Pro Max coté d'après le mauvais état annoncé, la vitre arrière à remplacer, l'écran rayé et les pièces récupérables.;"Aucun IMEI; activation, fonctionnement, capacité, batterie, Face ID et état interne inconnus.";"[{""device"": ""iPhone 13 Pro Max, vitre arrière cassée"", ""imei_suffix"": null, ""imei_count"": 0, ""find_my_iphone"": ""INCONNU"", ""verification_basis"": ""description_only"", ""checked_on"": null, ""source"": ""Aucun IMEI publié — analyse de la description et des photos"", ""valuation_effect"": ""Cote prudente fondée sur l'état annoncé et les pièces récupérables ; l'absence de verrouillage n'est pas supposée.""}]";lbc_iphone13pm,lbc_iphone_locked_parts;"[""iPhone 13 Pro Max d'occasion — leboncoin"", ""iPhone bloqués et pour pièces — leboncoin""]";https://www.leboncoin.fr/ck/telephones_objets_connectes/iphone13-pro-max | https://www.leboncoin.fr/ck/telephones_objets_connectes/bloque
314267;260735BR314267;327;APPLE iPhone 13 pro max graphite sans boite;https://encheres-domaine.gouv.fr/lot/iphone-apple-13promaxgraphitesansboite-1.html;2026-09-15T08:00:00+00:00;200.0;11.0;22.0;non_mentionnee;;0.0;222.0;2;True;2026-09-12;2026-09-12;100;180;55;6.05;0.0;61.05;38.95;-122.0;-42.0;57;moyenne;21;90;iPhone 13 Pro Max avec chargeur coté d'après le bon état annoncé et une forte réserve pour activation/fonctionnement non contrôlés.;"Aucun IMEI; capacité, activation, fonctionnement, santé batterie et authenticité des composants inconnus.";"[{""device"": ""iPhone 13 Pro Max annoncé en bon état"", ""imei_suffix"": null, ""imei_count"": 0, ""find_my_iphone"": ""INCONNU"", ""verification_basis"": ""description_only"", ""checked_on"": null, ""source"": ""Aucun IMEI publié — analyse de la description et des photos"", ""valuation_effect"": ""Cote prudente fondée sur l'état annoncé et les pièces récupérables ; l'absence de verrouillage n'est pas supposée.""}]";lbc_iphone13pm,lbc_iphone_locked_parts;"[""iPhone 13 Pro Max d'occasion — leboncoin"", ""iPhone bloqués et pour pièces — leboncoin""]";https://www.leboncoin.fr/ck/telephones_objets_connectes/iphone13-pro-max | https://www.leboncoin.fr/ck/telephones_objets_connectes/bloque
314363;260735BR314363;328;APPLE iPad Space Gris (7th generation) Wi-Fi + Cellular 32 GB SANS boite;https://encheres-domaine.gouv.fr/lot/lot11-ipad-apple-ipadspacegris-7thgeneration-wi-fi-cellular3-1.html;2026-09-15T08:00:00+00:00;100.0;11.0;11.0;non_mentionnee;;0.0;111.0;2;True;2026-09-12;2026-09-12;45;70;25;2.75;0.0;27.75;17.25;-66.0;-41.0;72;faible;30;120;"iPad 7 Cellular 32 Go coté d'après l'état non testé et les pièces récupérables; petit bonus pour le clavier.";"Aucun IMEI; activation et fonctionnement inconnus, sans chargeur ni boîte.";"[{""device"": ""iPad 7 Cellular 32 Go"", ""imei_suffix"": null, ""imei_count"": 0, ""find_my_iphone"": ""INCONNU"", ""verification_basis"": ""description_only"", ""checked_on"": null, ""source"": ""Aucun IMEI publié — analyse de la description et des photos"", ""valuation_effect"": ""Cote prudente fondée sur l'état annoncé et les pièces récupérables ; l'absence de verrouillage n'est pas supposée.""}]";lbc_ipad10,lbc_ipad_parts;"[""iPad 10e génération d'occasion — leboncoin"", ""iPad récents pour pièces — leboncoin""]";https://www.leboncoin.fr/ck/tablettes_liseuses/ipad-10eme-generation | https://www.leboncoin.fr/ck/tablettes_liseuses/ipad-air-5
304783;260635BA304783;5;24 téléphones;https://encheres-domaine.gouv.fr/lot/24-telephones.html;2026-09-15T08:00:00+00:00;125.0;11.0;13.75;non_mentionnee;;0.0;138.75;4;True;2026-09-12;2026-09-12;600;1100;355;39.05;0.0;394.05;205.95;461.25;961.25;64;moyenne;45;180;"Six IMEI contrôlés: iPhone 13, XR et 11 sont Find My OFF et cotés selon leurs dommages/non-test; SE 2020, 13 Pro et 12 sont ON et restent en pièces. Les 18 autres téléphones sont inventoriés avec décote de gros.";"Trois iPhone restent verrouillés; plusieurs écrans/coques sont à revoir, aucun appareil n'est testé et le tri de 24 unités est important.";"[{""device"": ""6 iPhone du lot"", ""imei_suffix"": null, ""imei_count"": 6, ""find_my_iphone"": ""3 OFF · 3 ON"", ""verification_basis"": ""verified"", ""checked_on"": ""2026-09-12"", ""source"": ""IMEICheck.com — contrôles IMEI, liste noire et Find My effectués dans le navigateur"", ""valuation_effect"": ""3 appareil(s) peuvent être cotés selon leur état ; 3 restent limités à la valeur des pièces."", ""items"": [{""device"": ""iPhone 13 A2633"", ""imei_suffix"": ""9573"", ""find_my_iphone"": ""OFF"", ""sim_lock"": ""Unlocked"", ""blacklist"": ""Clean"", ""description_state"": ""écran et coque à revoir · non testé""}, {""device"": ""iPhone SE 2 (2020) A2296"", ""imei_suffix"": ""1306"", ""find_my_iphone"": ""ON"", ""sim_lock"": ""Unlocked"", ""blacklist"": ""Clean"", ""description_state"": ""non testé""}, {""device"": ""iPhone 13 Pro A2638"", ""imei_suffix"": ""7518"", ""find_my_iphone"": ""ON"", ""sim_lock"": ""Unlocked"", ""blacklist"": ""Clean"", ""description_state"": ""écran à revoir · non testé""}, {""device"": ""iPhone XR A2105"", ""imei_suffix"": ""0211"", ""find_my_iphone"": ""OFF"", ""sim_lock"": ""Unlocked"", ""blacklist"": ""Clean"", ""description_state"": ""non testé""}, {""device"": ""iPhone 12 A2403"", ""imei_suffix"": ""6972"", ""find_my_iphone"": ""ON"", ""sim_lock"": ""Unlocked"", ""blacklist"": ""Clean"", ""description_state"": ""écran à revoir · non testé""}, {""device"": ""iPhone 11 A2221"", ""imei_suffix"": ""9620"", ""find_my_iphone"": ""OFF"", ""sim_lock"": ""Unlocked"", ""blacklist"": ""Clean"", ""description_state"": ""écran à revoir · non testé""}]}]";imeicheck_20260912,lbc_iphone13_current,lbc_iphone_locked_parts,lbc_samsung_midrange;"[""Contrôles IMEI, liste noire et Find My — IMEICheck.com"", ""iPhone 13 et 13 Pro d'occasion — leboncoin"", ""iPhone bloqués et pour pièces — leboncoin"", ""Samsung A54/A55 d'occasion — leboncoin""]";https://imeicheck.com/imei-check | https://www.leboncoin.fr/recherche?category=17&text=iphone%2013&sort=time&order=desc | https://www.leboncoin.fr/ck/telephones_objets_connectes/bloque | https://www.leboncoin.fr/c/telephones_objets_connectes/phone_brand%3Asamsung%2Bphone_model%3Asamsung_galaxya5
306168;260635BA306168;6;6 téléphones;https://encheres-domaine.gouv.fr/lot/6-telephones-doo-2.html;2026-09-15T08:00:00+00:00;200.0;11.0;22.0;non_mentionnee;;0.0;222.0;2;True;2026-09-12;2026-09-12;500;850;295;32.45;0.0;327.45;172.55;278.0;628.0;62;moyenne;45;180;Trois IMEI contrôlés: iPhone 8 Plus OFF, 16 Pro Max et XS Max ON. L'iPhone 14 écran à revoir et l'iPhone 16 sans IMEI restent cotés par état/pièces, avec le Galaxy A15.;"Deux iPhone sans IMEI; tout est non testé, le 16 Pro Max est aussi SimLock Locked et son écran est à revoir.";"[{""device"": ""3 iPhone avec IMEI sur les 5 du lot"", ""imei_suffix"": null, ""imei_count"": 3, ""find_my_iphone"": ""1 OFF · 2 ON"", ""verification_basis"": ""verified"", ""checked_on"": ""2026-09-12"", ""source"": ""IMEICheck.com — contrôles IMEI, liste noire et Find My effectués dans le navigateur"", ""valuation_effect"": ""1 appareil(s) peuvent être cotés selon leur état ; 2 restent limités à la valeur des pièces."", ""items"": [{""device"": ""iPhone 16 Pro Max A3084"", ""imei_suffix"": ""2017"", ""find_my_iphone"": ""ON"", ""sim_lock"": ""Locked"", ""blacklist"": ""Clean"", ""description_state"": ""écran à revoir · non testé""}, {""device"": ""iPhone XS Max A2101"", ""imei_suffix"": ""9523"", ""find_my_iphone"": ""ON"", ""sim_lock"": ""Unlocked"", ""blacklist"": ""Clean"", ""description_state"": ""non testé""}, {""device"": ""iPhone 8 Plus A1897"", ""imei_suffix"": ""4614"", ""find_my_iphone"": ""OFF"", ""sim_lock"": ""Unlocked"", ""blacklist"": ""Clean"", ""description_state"": ""non testé""}]}, {""device"": ""iPhone 14 écran à revoir et iPhone 16 sans IMEI"", ""imei_suffix"": null, ""imei_count"": 0, ""find_my_iphone"": ""INCONNU"", ""verification_basis"": ""description_only"", ""checked_on"": null, ""source"": ""Aucun IMEI publié — analyse de la description et des photos"", ""valuation_effect"": ""Cote prudente fondée sur l'état annoncé et les pièces récupérables ; l'absence de verrouillage n'est pas supposée.""}]";imeicheck_20260912,lbc_iphone16,lbc_iphone_locked_parts;"[""Contrôles IMEI, liste noire et Find My — IMEICheck.com"", ""iPhone 16 128 Go d'occasion — leboncoin"", ""iPhone bloqués et pour pièces — leboncoin""]";https://imeicheck.com/imei-check | https://www.leboncoin.fr/c/telephones_objets_connectes/phone_brand%3Aapple%2Bphone_memory%3A128go%2Bphone_model%3Aiphone16 | https://www.leboncoin.fr/ck/telephones_objets_connectes/bloque
308035;260635BA308035;7;17 téléphones;https://encheres-domaine.gouv.fr/lot/17-telephones.html;2026-09-15T08:00:00+00:00;500.0;11.0;55.0;non_mentionnee;;0.0;555.0;4;True;2026-09-12;2026-09-12;1800;3200;1055;116.05;0.0;1171.05;628.95;1245.0;2645.0;61;moyenne;45;240;"Neuf IMEI contrôlés: cinq OFF dont le 17 Pro Max propre/désimlocké en boîte, le 12 Pro, deux XR et le 13; quatre ON restent en pièces. Les six iPhone sans IMEI sont cotés par description et risque.";"Tous les appareils restent non testés; six iPhone sans IMEI, plusieurs écrans/coques endommagés, modèles 17/A3293 à authentifier et ventes nombreuses.";"[{""device"": ""9 iPhone avec IMEI sur les 15 du lot"", ""imei_suffix"": null, ""imei_count"": 9, ""find_my_iphone"": ""5 OFF · 4 ON"", ""verification_basis"": ""verified"", ""checked_on"": ""2026-09-12"", ""source"": ""IMEICheck.com — contrôles IMEI, liste noire et Find My effectués dans le navigateur"", ""valuation_effect"": ""5 appareil(s) peuvent être cotés selon leur état ; 4 restent limités à la valeur des pièces."", ""items"": [{""device"": ""iPhone SE 2 (2020) A2296"", ""imei_suffix"": ""6424"", ""find_my_iphone"": ""ON"", ""sim_lock"": ""Unlocked"", ""blacklist"": ""Clean"", ""description_state"": ""non testé""}, {""device"": ""iPhone XR A2105"", ""imei_suffix"": ""1406"", ""find_my_iphone"": ""OFF"", ""sim_lock"": ""Unlocked"", ""blacklist"": ""Clean"", ""description_state"": ""non testé""}, {""device"": ""iPhone 12 Pro A2407"", ""imei_suffix"": ""0492"", ""find_my_iphone"": ""OFF"", ""sim_lock"": ""Unlocked"", ""blacklist"": ""Clean"", ""description_state"": ""non testé""}, {""device"": ""iPhone 12 Pro Max A2412"", ""imei_suffix"": ""2517"", ""find_my_iphone"": ""ON"", ""sim_lock"": ""Unlocked"", ""blacklist"": ""Clean"", ""description_state"": ""non testé""}, {""device"": ""iPhone XR A2105"", ""imei_suffix"": ""7362"", ""find_my_iphone"": ""OFF"", ""sim_lock"": ""Unlocked"", ""blacklist"": ""Non retourné"", ""description_state"": ""écran et coque à revoir · non testé""}, {""device"": ""iPhone 11 A2221"", ""imei_suffix"": ""4591"", ""find_my_iphone"": ""ON"", ""sim_lock"": ""Unlocked"", ""blacklist"": ""Clean"", ""description_state"": ""écran à revoir · non testé""}, {""device"": ""iPhone 11 A2221"", ""imei_suffix"": ""4337"", ""find_my_iphone"": ""ON"", ""sim_lock"": ""Unlocked"", ""blacklist"": ""Clean"", ""description_state"": ""écran à revoir · non testé""}, {""device"": ""iPhone 13 A2633"", ""imei_suffix"": ""9026"", ""find_my_iphone"": ""OFF"", ""sim_lock"": ""Unlocked"", ""blacklist"": ""Clean"", ""description_state"": ""écran à revoir · non testé""}, {""device"": ""iPhone 17 Pro Max A3526"", ""imei_suffix"": ""6589"", ""find_my_iphone"": ""OFF"", ""sim_lock"": ""Unlocked"", ""blacklist"": ""Clean"", ""description_state"": ""boîte ouverte · non testé""}]}, {""device"": ""6 iPhone sans IMEI : deux 17, 14 Pro Max, A3293, 12 probable et 14"", ""imei_suffix"": null, ""imei_count"": 0, ""find_my_iphone"": ""INCONNU"", ""verification_basis"": ""description_only"", ""checked_on"": null, ""source"": ""Aucun IMEI publié — analyse de la description et des photos"", ""valuation_effect"": ""Cote prudente fondée sur l'état annoncé et les pièces récupérables ; l'absence de verrouillage n'est pas supposée.""}]";imeicheck_20260912,lbc_iphone17pm_current,lbc_iphone12pro_current,lbc_iphone13_current,lbc_iphone_locked_parts;"[""Contrôles IMEI, liste noire et Find My — IMEICheck.com"", ""iPhone 17 Pro Max d'occasion — leboncoin"", ""iPhone 12 Pro d'occasion — leboncoin"", ""iPhone 13 et 13 Pro d'occasion — leboncoin"", ""iPhone bloqués et pour pièces — leboncoin""]";https://imeicheck.com/imei-check | https://www.leboncoin.fr/recherche?category=17&text=iphone%2017%20pro%20max&sort=time&order=desc | https://www.leboncoin.fr/c/telephones_objets_connectes/phone_brand%3Aapple%2Bphone_model%3Aiphone12pro | https://www.leboncoin.fr/recherche?category=17&text=iphone%2013&sort=time&order=desc | https://www.leboncoin.fr/ck/telephones_objets_connectes/bloque
176842;251235BA176842;9;NINTENDO Switch Oled;https://encheres-domaine.gouv.fr/lot/nintendo-switch-oled.html;2026-09-15T08:00:00+00:00;90.0;11.0;9.9;non_mentionnee;;0.0;99.9;3;True;2026-09-12;2026-09-12;110;170;65;7.15;0.0;72.15;37.85;10.1;70.1;72;forte;7;30;"Switch OLED non testée; valeur basse faute d'accessoires explicitement confirmés.";Fonctionnement, dock, chargeur et Joy-Con à confirmer.;[];lbc_switch_oled;"[""Nintendo Switch OLED d'occasion — leboncoin""]";https://www.leboncoin.fr/ck/consoles/nintendo-switch-oled
308277;260635BA308277;10;NINTENDO Switch et manette;https://encheres-domaine.gouv.fr/lot/nitendo-swith-et-manette.html;2026-09-15T08:00:00+00:00;110.0;11.0;12.1;non_mentionnee;;0.0;122.1;5;True;2026-09-12;2026-09-12;170;260;105;11.55;0.0;116.55;53.45;47.9;137.9;76;forte;7;30;Switch OLED avec manette Pro, ensemble non testé.;État écran, Joy-Con, dock et batterie à contrôler.;[];lbc_switch_oled;"[""Nintendo Switch OLED d'occasion — leboncoin""]";https://www.leboncoin.fr/ck/consoles/nintendo-switch-oled
308310;260635BA308310;11;NINTENDO Switch et 8 jeux;https://encheres-domaine.gouv.fr/lot/nitendo-switch-et-8-jeux.html;2026-09-15T08:00:00+00:00;125.0;11.0;13.75;non_mentionnee;;0.0;138.75;4;True;2026-09-12;2026-09-12;180;320;105;11.55;0.0;116.55;63.45;41.25;181.25;70;forte;7;45;Switch standard et huit jeux, sans accessoires clairement listés.;"Ensemble non testé; titres/boîtes/accessoires à confirmer.";[];lbc_switch_oled;"[""Nintendo Switch OLED d'occasion — leboncoin""]";https://www.leboncoin.fr/ck/consoles/nintendo-switch-oled
308750;260635BA308750;12;SONY Playstation 5 et divers;https://encheres-domaine.gouv.fr/lot/playstation-5-et-divers.html;2026-09-15T08:00:00+00:00;250.0;11.0;27.5;non_mentionnee;;0.0;277.5;13;True;2026-09-12;2026-09-12;600;950;365;40.15;0.0;405.15;194.85;322.5;672.5;71;forte;14;75;PS5, trois manettes, quinze jeux PS5, PS TV et casque, après décote non-testé.;"Tout non testé; titres des jeux non détaillés; vente séparée nécessaire pour atteindre la cote normale.";[];lbc_ps5_bundles;"[""PS5 avec jeux et manettes — leboncoin""]";https://www.leboncoin.fr/ck/consoles/ps5-jeux-manettes
309602;260635BA309602;13;XBOX Series X 1882 et accessoires;https://encheres-domaine.gouv.fr/lot/xbox-series-x.html;2026-09-15T08:00:00+00:00;220.0;11.0;24.2;non_mentionnee;;0.0;244.2;4;True;2026-09-12;2026-09-12;270;400;165;18.15;0.0;183.15;86.85;25.8;155.8;78;forte;7;30;Xbox Series X récente avec deux manettes et chargeur, non testée.;Fonctionnement et état des manettes non vérifiés.;[];lbc_xbox_x;"[""Xbox Series X avec deux manettes — leboncoin""]";https://www.leboncoin.fr/ck/consoles/xbox-serie-x-avec-2-manette
309616;260635BA309616;14;XBOX Series S 1883 et accessoires;https://encheres-domaine.gouv.fr/lot/xbox-series-s-et-accessoires.html;2026-09-15T08:00:00+00:00;50.0;11.0;5.5;non_mentionnee;;0.0;55.5;7;True;2026-09-12;2026-09-12;120;200;70;7.7;0.0;77.7;42.3;64.5;144.5;76;forte;7;30;Xbox Series S avec manette et casque, non testée.;"Capacité 512 Go/1 To non indiquée; fonctionnement inconnu.";[];lbc_xbox_s;"[""Xbox Series S d'occasion — leboncoin""]";https://www.leboncoin.fr/c/consoles/console_brand%3Amicrosoft%2Bconsole_model%3Axboxseriess%2Bvideo_game_type%3Aconsole
309654;260635BA309654;15;XBOX Series X 1882 et accessoires;https://encheres-domaine.gouv.fr/lot/xbox-series-x-et-accessoires.html;2026-09-15T08:00:00+00:00;120.0;11.0;13.2;non_mentionnee;;0.0;133.2;5;True;2026-09-12;2026-09-12;250;360;155;17.05;0.0;172.05;77.95;116.8;226.8;78;forte;7;30;Xbox Series X avec manette, casque Sony et câbles.;"Fonctionnement non testé; une seule manette.";[];lbc_xbox_x;"[""Xbox Series X avec deux manettes — leboncoin""]";https://www.leboncoin.fr/ck/consoles/xbox-serie-x-avec-2-manette
309881;260735BA309881;16;2 APPLE Watch et divers;https://encheres-domaine.gouv.fr/lot/2-apple-watch-et-divers.html;2026-09-15T08:00:00+00:00;30.0;11.0;3.3;non_mentionnee;;0.0;33.3;11;True;2026-09-12;2026-09-12;80;130;45;4.95;0.0;49.95;30.05;46.7;96.7;58;moyenne;21;120;"Photos contrôlées : une Apple Watch SE 2 40 mm A2722 et une seconde Watch non identifiée, cotées par état et pièces sans inventer leur activation; valeur ajoutée pour la JBL Flip 6 et la mini-imprimante LG PD233.";Aucun identifiant de montre ni preuve de dissociation, aucun chargeur visible, seconde Watch non identifiée et fonctionnement de tous les appareils inconnu.;"[{""device"": ""2 Apple Watch du lot, dont une SE 2 40 mm A2722 identifiée sur les photos"", ""imei_suffix"": null, ""imei_count"": 0, ""find_my_iphone"": ""INCONNU"", ""verification_basis"": ""description_only"", ""checked_on"": null, ""source"": ""Aucun IMEI publié — analyse de la description et des photos"", ""valuation_effect"": ""Cote prudente fondée sur l'état annoncé et les pièces récupérables ; l'absence de verrouillage n'est pas supposée.""}]";lbc_apple_watch_se2,lbc_apple_watch_parts,lbc_jbl_flip6,apple_watch_activation_lock;"[""Apple Watch SE 2 d'occasion — leboncoin"", ""Apple Watch pour pièces — leboncoin"", ""JBL Flip 6 d'occasion — leboncoin"", ""Verrouillage d'activation de l'Apple Watch — Assistance Apple""]";https://www.leboncoin.fr/ck/telephones_objets_connectes/apple-watch-se-2 | https://www.leboncoin.fr/ck/telephones_objets_connectes/apple-watch-pour-piece | https://www.leboncoin.fr/ck/photo_audio_video/jbl-flip6 | https://support.apple.com/fr-fr/102542
304101;260635BA304101;20;SONY Playstation 5;https://encheres-domaine.gouv.fr/lot/playstation-4-sony.html;2026-09-15T08:00:00+00:00;150.0;11.0;16.5;non_mentionnee;;0.0;166.5;2;True;2026-09-12;2026-09-12;300;420;185;20.35;0.0;205.35;94.65;133.5;253.5;79;forte;7;30;PS5 Slim CFI-2016 et deux manettes, non testées.;Fonctionnement et dérive des sticks non vérifiés.;[];lbc_ps5,lbc_ps5_bundles;"[""Console Sony PS5 d'occasion — leboncoin"", ""PS5 avec jeux et manettes — leboncoin""]";https://www.leboncoin.fr/c/consoles/console_brand%3Asony%2Bconsole_model%3Aps5 | https://www.leboncoin.fr/ck/consoles/ps5-jeux-manettes
310961;260735BA310961;21;Divers informatique;https://encheres-domaine.gouv.fr/lot/divers-informatique-doo-1.html;2026-09-15T08:00:00+00:00;30.0;11.0;3.3;non_mentionnee;;0.0;33.3;9;True;2026-09-12;2026-09-12;220;420;125;13.75;0.0;138.75;81.25;186.7;386.7;62;moyenne;21;90;Écrans BenQ XL2540K/AOC 24G1, portable Asus ancien et disque 1 To.;"Tout non testé; configuration du portable inconnue.";[];;[];
311309;260735BA311309;23;2 tablettes et 2 caméras;https://encheres-domaine.gouv.fr/lot/2-tablettes-et-2-cameras.html;2026-09-15T08:00:00+00:00;50.0;11.0;5.5;non_mentionnee;;0.0;55.5;13;True;2026-09-12;2026-09-12;130;250;75;8.25;0.0;83.25;46.75;74.5;194.5;60;moyenne;30;120;Galaxy Tab A9+ non testée, iPad 10 coté par état/pièces faute d'IMEI et faible valeur pour les deux caméras génériques.;"Capacités, activation et fonctionnement non testés; caméras mal identifiées.";"[{""device"": ""iPad 10 A2696"", ""imei_suffix"": null, ""imei_count"": 0, ""find_my_iphone"": ""INCONNU"", ""verification_basis"": ""description_only"", ""checked_on"": null, ""source"": ""Aucun IMEI publié — analyse de la description et des photos"", ""valuation_effect"": ""Cote prudente fondée sur l'état annoncé et les pièces récupérables ; l'absence de verrouillage n'est pas supposée.""}]";lbc_ipad10,lbc_ipad_parts;"[""iPad 10e génération d'occasion — leboncoin"", ""iPad récents pour pièces — leboncoin""]";https://www.leboncoin.fr/ck/tablettes_liseuses/ipad-10eme-generation | https://www.leboncoin.fr/ck/tablettes_liseuses/ipad-air-5
309023;250835BA95836;29;APPLE Iphone 15;https://encheres-domaine.gouv.fr/lot/iphone-15-blanc-5.html;2026-09-15T08:00:00+00:00;50.0;11.0;5.5;non_mentionnee;;0.0;55.5;2;True;2026-09-12;2026-09-12;280;400;170;18.7;0.0;188.7;91.3;224.5;344.5;74;forte;7;45;IMEI contrôlé: iPhone 15 A3090 Find My OFF et liste noire Clean. Cote placée sous les annonces 128 Go fonctionnelles car l'appareil reste non testé.;"SimLock non retourné faute de numéro de série; capacité, batterie, authenticité, caméras et état interne inconnus.";"[{""device"": ""iPhone 15 A3090"", ""imei_suffix"": null, ""imei_count"": 1, ""find_my_iphone"": ""OFF (1/1)"", ""verification_basis"": ""verified"", ""checked_on"": ""2026-09-12"", ""source"": ""IMEICheck.com — contrôles IMEI, liste noire et Find My effectués dans le navigateur"", ""valuation_effect"": ""Le verrouillage d'activation n'est pas détecté ; la décote restante vient de l'état décrit et du fonctionnement non testé."", ""items"": [{""device"": ""iPhone 15 A3090"", ""imei_suffix"": ""5089"", ""find_my_iphone"": ""OFF"", ""sim_lock"": ""Non retourné"", ""blacklist"": ""Clean"", ""description_state"": ""non testé · potentiellement bloqué selon l'annonce""}]}]";imeicheck_20260912,lbc_iphone15_current;"[""Contrôles IMEI, liste noire et Find My — IMEICheck.com"", ""iPhone 15 128 Go d'occasion — leboncoin""]";https://imeicheck.com/imei-check | https://www.leboncoin.fr/recherche?category=17&text=iphone%2015%20128go&sort=time&order=desc
317922;260735BA317922;31;60 casques et divers;https://encheres-domaine.gouv.fr/lot/60-casques-et-divers.html;2026-09-15T08:00:00+00:00;200.0;11.0;22.0;non_mentionnee;;0.0;222.0;15;True;2026-09-12;2026-09-12;700;1800;385;42.35;0.0;427.35;272.65;478.0;1578.0;46;moyenne;60;240;58 casques dont plusieurs Bose/Sony haut de gamme, deux écouteurs, baladeurs et 30 vinyles.;"Tout non testé; batteries/coussinets; inventaire textuel possiblement imprécis; très nombreuses ventes.";[];lbc_sony_xm4;"[""Sony WH-1000XM4 d'occasion — leboncoin""]";https://www.leboncoin.fr/ck/photo_audio_video/casque-sony-wh-1000xm4
318200;260735BA318200;32;22 enceintes et divers;https://encheres-domaine.gouv.fr/lot/22-enceintes-et-divers.html;2026-09-15T08:00:00+00:00;100.0;11.0;11.0;non_mentionnee;;0.0;111.0;3;True;2026-09-12;2026-09-12;350;750;195;21.45;0.0;216.45;133.55;239.0;639.0;52;moyenne;45;180;Neuf JBL dont Charge 4/5, treize enceintes entrée de gamme et trois baladeurs.;Modèles JBL incomplets, batteries et fonctionnement non testés.;[];lbc_jbl;"[""JBL Charge 5 d'occasion — leboncoin""]";https://www.leboncoin.fr/ck/photo_audio_video/jbl-charge-5
